@id,@lon,@lat,place,name,cuisine,amenity
309894643,21.4315704,41.9953933,Centar,Пелистер,italian,restaurant
411006922,21.4140669,41.9947432,Centar,Интермецо,,restaurant
459668143,21.4307036,42.0047876,Centar,Под Кале,,restaurant
459668914,21.4342799,41.9943261,Centar,Кај Џино,italian,restaurant
459669063,21.4350117,41.9952456,Centar,Плаза де Торос,latin_american,restaurant
470916907,21.4268596,42.0003611,Centar,Жито Леб,,fast_food
696669231,21.4368796,41.9869006,Centar,иВ,,restaurant
1355336585,21.4173939,42.0008922,Centar,Сендвичара Попе,sandwich,fast_food
1380378702,21.415982,41.9985008,Centar,Боеми,,restaurant
1381654588,21.4217901,41.9990725,Centar,Гирадико,kebab,fast_food
1747649203,21.4151525,41.9946274,Centar,Крчма,,restaurant
1747986304,21.4308935,41.986975,Centar,Вегера,,
1747992142,21.4158854,41.9930603,Centar,,,
1748017566,21.4205283,41.9904388,Centar,Sveti Nikole,,
1748017584,21.4204907,41.9904847,Centar,Marana,regional,restaurant
1751563134,21.4245254,41.9947645,Centar,Pastel Wine & Dine,international,restaurant
1752178268,21.4163482,41.9922398,Centar,511,italian,restaurant
1770866402,21.4207447,41.9987097,Centar,Пицерија Либертас,pizza,restaurant
1866179709,21.4302496,41.9930256,Centar,Pizza FRESKO,italian,fast_food
1867176020,21.4304595,41.9957062,Centar,Тренд,international,restaurant
1868812117,21.4204158,41.9987513,Centar,Дестан,barbecue,restaurant
1870054369,21.4275995,41.9935009,Centar,Гиро,,fast_food
1985948203,21.416522,41.9922245,Centar,Balila,italian,restaurant
1999633538,21.4280088,41.9913688,Centar,Бифиња - Рамстор,,restaurant
2004988891,21.42817,41.9886496,Centar,,,
2005446929,21.4126329,41.9932377,Centar,,,
2105387352,21.4252581,42.0001581,Centar,Бруклински,,restaurant
2159535851,21.4347685,41.9953199,Centar,Бела виста,international,restaurant
2294320125,21.4080594,41.993167,Centar,Два Елена,,restaurant
2322886873,21.4302915,41.9952825,Centar,Арабеска,regional,restaurant
2858315264,21.4167758,42.0035281,Centar,DM Restaurant,regional,fast_food
3197576080,21.4174292,42.0001055,Centar,Пекара Силбо,,
3341289789,21.4297981,41.9925716,Centar,Damaskino,,restaurant
3341289791,21.4292661,41.9924211,Centar,Pekara Bageti,,
3484100383,21.4223968,41.9914096,Centar,,,fast_food
3484100384,21.4231542,41.9917018,Centar,Dal Fufo - Galija,,restaurant
3484101195,21.4207515,41.9906511,Centar,MFC - Macedonian Fried Chicken,burger,fast_food
3505013893,21.4319604,41.9947506,Centar,Destan,kebab,restaurant
3505013993,21.4317257,41.9950911,Centar,Ла Тераца,italian,restaurant
3599381821,21.4227365,41.9983386,Centar,Ла Делишес,regional,
3623547525,21.4238539,41.9952491,Centar,Burger Friends,burger,fast_food
3832366895,21.4197865,41.9898813,Centar,Жито,,
3832366896,21.4197501,41.9898733,Centar,,,fast_food
3832475135,21.4427246,41.9922973,Centar,Лезет,,restaurant
3832475147,21.4422139,41.9922032,Centar,Кај Злате,,restaurant
4004645106,21.4301301,41.9957324,Centar,Пекинг Гарден,chinese,restaurant
4101107990,21.4365756,41.9871974,Centar,Makedonska sofra,,restaurant
4126731965,21.434577,41.9973163,Centar,Sky ресторанот,international,restaurant
4149490289,21.4300742,41.9933026,Centar,Amigos Мексиканска Кантина,mexican,restaurant
4190893589,21.4237032,42.0000584,Centar,Пемпеле,,fast_food
4195733217,21.4338587,41.9955972,Centar,Соул кичен,international,restaurant
4275843195,21.4160063,41.9969599,Centar,Лавче,,restaurant
4346542839,21.4301208,41.9927317,Centar,"Lounge Bar & Restaurant ""Square 21""",,restaurant
4436534489,21.4355402,41.9994953,Centar,Австриска палта,,restaurant
4459578969,21.4355402,41.9949989,Centar,Амика,international,restaurant
4471884330,21.427293,42.0059792,Centar,Four,international;italian;fish,restaurant
4481662566,21.4335119,41.995703,Centar,Дион,italian,restaurant
4594432344,21.4348936,41.9952816,Centar,Ла Пуерта,mexican,fast_food
4809599127,21.4182312,41.9983382,Centar,Cake Boutique,,
4982232721,21.4238693,41.9988648,Centar,,,restaurant
5019758021,21.4280925,42.0039853,Centar,Парк,,restaurant
5033108253,21.4191901,42.0005946,Centar,Кантина,burger;coffee_shop;sandwich;ice_cream,restaurant
5131817487,21.425567,41.9955107,Centar,Domino's Pizza,pizza,fast_food
5131832941,21.4277405,41.9948346,Centar,7 Скара Ресторан,grill,restaurant
5204164823,21.4170443,42.003398,Centar,Royal Burger,,fast_food
5224224121,21.4223088,41.9916485,Centar,Gostilnica Gurman,,restaurant
5246219203,21.4193986,41.9868025,Centar,Баба Цана,macedonian,restaurant
5289706560,21.4279999,41.9915759,Centar,Burger King,burger,fast_food
5289706561,21.4276864,41.9913338,Centar,Star Ocean,,restaurant
5292130848,21.4149006,42.0005187,Centar,Fitness house,,restaurant
5292130849,21.424583,41.9965778,Centar,American best burger,,fast_food
5572053321,21.4205747,42.0013292,Centar,Дебар Маало,chicken;diner;beef_bowl;american;ice_cream;local;tea;pizza;burger;cake;pasta;french;italian_pizza;seafood;crepe;pancake;sandwich;coffee_shop;balkan;mediterranean;croatian;fish;kebab;breakfast;grill,restaurant
5624670966,21.4235595,42.0023813,Centar,МЦМ Мезе Бар,balkan,restaurant
5624682355,21.4239655,42.0028235,Centar,Костарика,,restaurant
5624682356,21.4242333,42.003366,Centar,Калабалак,,restaurant
5624682357,21.4240111,42.0028813,Centar,Старо Скупи,,restaurant
5624682358,21.4240218,42.0030128,Centar,Занзибар,pizza,restaurant
5626432520,21.4210921,42.0013712,Centar,Идадија,,restaurant
5626433431,21.4214837,42.001453,Centar,Наџак,,restaurant
5626433457,21.4206632,42.0010941,Centar,Zing,,restaurant
5626433480,21.420049,42.0007591,Centar,Дебар Маало,,restaurant
5626433502,21.4208615,42.0014888,Centar,Кај Перо,,restaurant
5660202454,21.4231465,41.9999867,Centar,Dogs bar,,fast_food
5687563887,21.4318165,41.9944177,Centar,BubbleWaffle's,waffle,fast_food
5692608680,21.4236496,41.9990664,Centar,Gostilnica Estel,kebab,restaurant
5807750050,21.4367281,41.995288,Centar,,,restaurant
5813417254,21.4200655,42.0009079,Centar,"Кафана ""Дебар Маало""",savory_pancakes;german;chicken;diner;american;local;barbecue;tea;fine_dining;cake;pasta;international;french;greek;seafood;fish_and_chips;pancake;sandwich;coffee_shop;balkan;mediterranean;croatian;ramen;turkish;fish;kebab;grill,restaurant
5825276233,21.4328019,41.9947174,Centar,Bakal bakery Cafe,,
5968279888,21.4353025,41.9989349,Centar,,kebab,fast_food
6030001487,21.4329109,41.995252,Centar,A&M Bakery,,
6054032913,21.4172078,41.9978718,Centar,,,
6054035533,21.4226434,41.998952,Centar,Жито лев,,
6054036207,21.4449511,41.9911273,Centar,,,fast_food
6054047486,21.4277126,41.9936873,Centar,,,
6054048496,21.4301511,41.9927909,Centar,,,fast_food
6054048507,21.4395864,41.996842,Centar,,,fast_food
6054048692,21.4184238,41.9993211,Centar,Cafe Pauza,,fast_food
6054048693,21.4184844,41.9989385,Centar,,,fast_food
6054048696,21.4154682,42.0037034,Centar,,,restaurant
6054048700,21.4228991,41.9972228,Centar,,,restaurant
6054048705,21.4356281,41.9995711,Centar,Austrian Palace,german,restaurant
6054049788,21.4238695,41.9975168,Centar,,,fast_food
6054049791,21.4302935,41.9948126,Centar,Жито леб,,
6054049792,21.4307088,41.9946969,Centar,Специјал (Рекорд),,
6054050086,21.4207756,41.9946111,Centar,,,restaurant
6054050094,21.4239494,41.9982041,Centar,,,fast_food
6054050099,21.4135121,41.9947932,Centar,Воденица,,restaurant
6054050786,21.4142348,41.9986877,Centar,,,restaurant
6102488864,21.4199442,41.9959518,Centar,Restoran Frosina,local,restaurant
6342814985,21.4172538,41.9995856,Centar,Специјал (Универзална Сала),,
6342814986,21.4201393,41.9993939,Centar,Вршник,,
6342814987,21.4229234,41.998251,Centar,Диман,,
6353179093,21.432686,41.9953181,Centar,Breadway Bakery,,
6466706626,21.4245297,41.9947907,Centar,Pastel,,
6466815592,21.4276677,41.996427,Centar,Коки,,
6632801985,21.434863,41.995366,Centar,La Puerta,mexican,fast_food
6788378886,21.4435816,41.9937464,Centar,,,
6788977446,21.4131738,41.9995518,Centar,Vega,,restaurant
6796436186,21.4276421,41.9966825,Centar,,,fast_food
6811622585,21.4358076,41.9997339,Centar,Engin Cigköfte (vegetarian),sandwich;turkish,fast_food
6814231688,21.4364213,42.0006226,Centar,Tako mako,,restaurant
6814231702,21.4285563,41.9969456,Centar,Markt kitchen,,restaurant
6814236587,21.4224937,42.0019483,Centar,Skopsko,,restaurant
6814245589,21.4219242,42.0017089,Centar,Schpajs,,restaurant
6814246691,21.436443,42.0005272,Centar,Don Giovanni,,restaurant
6814246726,21.4283051,41.9982749,Centar,Море Маниа,,restaurant
6815434689,21.4229663,41.9967339,Centar,,,restaurant
6815434690,21.4176339,42.00005,Centar,Петле,,fast_food
6815454785,21.4244578,41.9945241,Centar,Букет,,restaurant
6815918386,21.4243264,41.9963262,Centar,Mosh,,restaurant
6815931187,21.4323639,41.9958593,Centar,Burger King,burger,fast_food
6815931392,21.4186405,42.0026188,Centar,Metzka,,restaurant
6821158588,21.4243092,41.9942446,Centar,Davidoff,,restaurant
7027229685,21.4352029,41.993295,Centar,Ресторан Национал,,restaurant
7027229686,21.4283137,41.996324,Centar,Кај Јоле,,restaurant
7528237388,21.4308681,41.9923177,Centar,Per te,,fast_food
8188519796,21.4263872,41.9968334,Centar,ЈЕС Паста,pasta,fast_food
8549720690,21.4162609,42.0009144,Centar,Subzy,sandwich,fast_food
8745631651,21.427727,41.994279,Centar,Paradise Food,,restaurant
8745676374,21.4283944,41.9931575,Centar,Brisket Sandwich Bar,sandwich;burger;chips,fast_food
8905635710,21.4408895,41.9909456,Centar,,,restaurant
8946991737,21.4206316,42.0013583,Centar,Fluffy,waffle,fast_food
9200216340,21.4142957,42.0006689,Centar,Mexican street food,,restaurant
9200216346,21.4171233,41.9970867,Centar,Боко,burger;regional;grill;coffee_shop;balkan;kebab;pizza,restaurant
9200216554,21.4159274,41.9983293,Centar,,,fast_food
9200216562,21.4252785,41.9932172,Centar,Spizzicotto,,fast_food
9265163562,21.423662,42.0053837,Centar,Кај Вршац,,restaurant
10147053074,21.4232203,41.9998586,Centar,Baeggel,,restaurant
10151360411,21.4250341,42.0005347,Centar,Mama,french;sandwich,restaurant
10154536448,21.4229717,42.0013267,Centar,Бурек Кај Куки,,
10175447382,21.4373719,41.9946991,Centar,Plaset Doner & Burger,,fast_food
32674255,,,Centar,Конструкта,,restaurant
32674263,,,Centar,Vegera,,
121390892,,,Centar,Ресторан 2 Златника,,restaurant
121511379,,,Centar,Керпич,,restaurant
121511400,,,Centar,Дане,regional,restaurant
121511815,,,Centar,Ка,grill;local,restaurant
121511817,,,Centar,Ѓезме,regional,restaurant
122862785,,,Centar,Мечос,pizza,restaurant
122884975,,,Centar,Златен Клас,,
175207244,,,Centar,"Pizza Delivery ""Mamma Italiana""",pizza;пастрмајлија,fast_food
176133887,,,Centar,,,restaurant
176147424,,,Centar,Pepper,regional,fast_food
176147491,,,Centar,Sushi Ко,chinese;thai;japanese;sushi,restaurant
176159879,,,Centar,Стара куќа,regional,restaurant
176331794,,,Centar,Уранија,,restaurant
176448667,,,Centar,Ѕвезден Океан,chinese,restaurant
189975234,,,Centar,,,restaurant
242545718,,,Centar,Zlatno petle,,fast_food
248508284,,,Centar,Sopotsko,,restaurant
279392654,,,Centar,Kуќа,regional,restaurant
305533452,,,Centar,Ресторан Кej,,restaurant
305647156,,,Centar,Бравос,regional;pizza,restaurant
305733816,,,Centar,,,fast_food
332382509,,,Centar,Od Nas Za Vas,regional,restaurant
357827837,,,Centar,Воденица,italian,restaurant
357827839,,,Centar,Дукат,regional,restaurant
361977245,,,Centar,Корнер / Баба Цана,regional,restaurant
363752338,,,Centar,Skopski Merak,regional,restaurant
379884574,,,Centar,Томче Софка,,restaurant
379896010,,,Centar,Калабалак,,restaurant
388871332,,,Centar,Јавна Соба,regional,restaurant
445236478,,,Centar,,,
445236490,,,Centar,Винчиторе Пица,,fast_food
445237139,,,Centar,Ла Тана,,restaurant
445237140,,,Centar,Амиго,,restaurant
445237144,,,Centar,Кај Злате,regional,restaurant
464318714,,,Centar,Тетекс,burger,fast_food
474873952,,,Centar,Кај Жабарот,,restaurant
477026719,,,Centar,Читална,regional,restaurant
477026724,,,Centar,Чардак,regional,restaurant
477325813,,,Centar,Наша софра,,restaurant
477325815,,,Centar,Дебар Маало,,restaurant
477325816,,,Centar,Гурмет,regional,restaurant
477325818,,,Centar,Наџак,,restaurant
477325825,,,Centar,Kancelarija,,restaurant
477325826,,,Centar,Ganzoni,,fast_food
477325827,,,Centar,Чамо,,restaurant
477325830,,,Centar,Ganza,,restaurant
477325836,,,Centar,Antica,regional,restaurant
477338128,,,Centar,7,,fast_food
477338129,,,Centar,7,,fast_food
477338130,,,Centar,Like Gyros,greek,fast_food
482846770,,,Centar,,,restaurant
1371723185,21.4135393,41.9987563,Centar,,,
3629442283,21.4130453,41.9946952,Centar,,,
3629442712,21.4132028,41.994726,Centar,,,
3629444921,21.4130298,41.9949277,Centar,,,
3629445633,21.4132662,41.9949548,Centar,,,
3629466115,21.4130599,41.9947479,Centar,,,
3629466116,21.4129015,41.9947172,Centar,,,
10073982787,21.4130363,41.9949513,Centar,,,
10073982788,21.4129192,41.9949692,Centar,,,
10073982789,21.4131232,41.9949767,Centar,,,
10073982790,21.4131064,41.994916,Centar,,,
1371723186,21.413575,41.9989034,Centar,,,
1371723187,21.4134052,41.9989262,Centar,,,
1371723188,21.4133695,41.998779,Centar,,,
3103097500,21.4144957,42.0000105,Centar,,,
3103097501,21.4145262,42.0001265,Centar,,,
3103097502,21.414643,42.0001094,Centar,,,
3103097503,21.4146125,41.9999935,Centar,,,
367656716,21.4201798,41.9921624,Centar,,,
367656719,21.4208195,41.9921019,Centar,,,
3663796405,21.4197218,41.9867688,Centar,,,
3663796406,21.4198171,41.9867469,Centar,,,
3663796407,21.4198126,41.9867362,Centar,,,
3663796408,21.4199486,41.986705,Centar,,,
3663796409,21.4198479,41.986807,Centar,,,
3663796410,21.4197599,41.9868605,Centar,,,
4434038380,21.4199785,41.986777,Centar,,,
4434038385,21.4198605,41.9868374,Centar,,,
1866027761,21.4297853,41.9890215,Centar,,,
3395009515,21.429442,41.9891793,Centar,,,
3484100381,21.42981,41.989061,Centar,,,
3484100382,21.4294738,41.9892188,Centar,,,
3920570902,21.4260203,41.9897585,Centar,,,
3920570909,21.4257641,41.9898791,Centar,,,
3920570913,21.4261521,41.9899133,Centar,,,
3920570915,21.4258958,41.9900338,Centar,,,
309895665,21.4234739,41.9974438,Centar,,,
367656617,21.4190018,41.9922233,Centar,,,
367656619,21.4188135,41.9922405,Centar,,,
367656621,21.4188602,41.9925227,Centar,,,
367656623,21.4192836,41.992484,Centar,,,
367656625,21.41926,41.9923419,Centar,,,
367656721,21.4208522,41.992318,Centar,,,
1359271237,21.4234118,41.9953699,Centar,,,
1359271955,21.4234452,41.9952188,Centar,,,
1360096464,21.4221676,41.9962603,Centar,,,
1360096515,21.4225373,41.9973872,Centar,,,
1360096525,21.4220069,41.9962498,Centar,,,
1360096558,21.4227885,41.9973257,Centar,,,
1360096563,21.4221801,41.9961549,Centar,,,
1360096565,21.4225327,41.9972628,Centar,,,
1360100782,21.4221287,41.9951717,Centar,,,
1360100799,21.4182558,41.9953541,Centar,,,
1360100817,21.4222794,41.9950583,Centar,,,
1360100850,21.4184154,41.9954035,Centar,,,
1360100879,21.4183242,41.9956069,Centar,,,
1360100880,21.4222544,41.9951854,Centar,,,
1378087148,21.4226694,41.9974288,Centar,,,
1577167286,21.4220195,41.9961443,Centar,,,
1747370831,21.4181553,41.995565,Centar,,,
1858363849,21.4223038,41.997563,Centar,,,
1858363856,21.4221965,41.9975661,Centar,,,
1858363858,21.4222004,41.9976398,Centar,,,
2334423428,21.4226709,41.99725,Centar,,,
3484101202,21.4202174,41.9923834,Centar,,,
3623555578,21.4223077,41.9976367,Centar,,,
4126731966,21.419025,41.9923634,Centar,,,
4304422595,21.4221538,41.9950446,Centar,,,
4394802592,21.423494,41.9974448,Centar,,,
4707106089,21.423356,41.9974418,Centar,,,
4707106090,21.4233587,41.9973551,Centar,,,
4707106091,21.4234766,41.9973571,Centar,,,
4707106092,21.4236124,41.9974471,Centar,,,
4707106093,21.4236151,41.9973683,Centar,,,
4707106094,21.4234967,41.9973661,Centar,,,
1359271233,21.4240658,41.9952947,Centar,,,
1869864074,21.4273166,41.9956682,Centar,,,
1869864172,21.4271741,41.9956796,Centar,,,
1869864310,21.427328,41.9957475,Centar,,,
1985948429,21.423917,41.9974027,Centar,,,
2005843099,21.4281815,41.996493,Centar,,,
2005843109,21.4280676,41.9965143,Centar,,,
2005843113,21.4281268,41.9963311,Centar,,,
2005843205,21.4279895,41.9963567,Centar,,,
2323355486,21.4271856,41.9957589,Centar,,,
2335358701,21.4240324,41.9954458,Centar,,,
3861007620,21.4280237,41.9964577,Centar,,,
3861007622,21.428047,41.9964534,Centar,,,
4707106095,21.4238606,41.997312,Centar,,,
4707106096,21.4237434,41.9973522,Centar,,,
4707106097,21.4237998,41.9974428,Centar,,,
1860365659,21.4393206,41.9896604,Centar,,,
2500120279,21.437181,41.9915154,Centar,,,
2500120281,21.4371941,41.9914992,Centar,,,
2500120283,21.4370937,41.9914546,Centar,,,
2500120285,21.4371321,41.9914068,Centar,,,
2500120287,21.4371558,41.9914174,Centar,,,
2500120289,21.43717,41.9913997,Centar,,,
2500120290,21.4373372,41.9914739,Centar,,,
2500120292,21.4373214,41.9914936,Centar,,,
2500120294,21.4373643,41.9915126,Centar,,,
2500120301,21.4373144,41.9915747,Centar,,,
2500120311,21.4370969,41.9898642,Centar,,,
3830788260,21.4370526,41.9900984,Centar,,,
3832475129,21.4403034,41.9900801,Centar,,,
3832475130,21.4404259,41.9900041,Centar,,,
3832475131,21.4392,41.9896205,Centar,,,
3832475141,21.4395182,41.9897115,Centar,,,
3832475144,21.4403123,41.9899031,Centar,,,
3832475145,21.4401899,41.9899792,Centar,,,
4426896776,21.4370567,41.9896857,Centar,,,
4426896778,21.4371788,41.9897236,Centar,,,
4426896780,21.4373729,41.9897746,Centar,,,
4426896781,21.4371332,41.9898073,Centar,,,
4426896782,21.4374476,41.9898143,Centar,,,
4426896783,21.4372418,41.9898223,Centar,,,
4426896784,21.4374422,41.9898279,Centar,,,
4426896785,21.4369803,41.9898293,Centar,,,
4426896786,21.437227,41.9898362,Centar,,,
4426896787,21.4371814,41.9898452,Centar,,,
4426896788,21.4372378,41.9898562,Centar,,,
4426896792,21.4371694,41.9898871,Centar,,,
4426896794,21.4373604,41.9899177,Centar,,,
4426896795,21.4369619,41.9899185,Centar,,,
4426896798,21.4369581,41.9899544,Centar,,,
4426896803,21.4369796,41.9899783,Centar,,,
4426896810,21.4370708,41.9900321,Centar,,,
4426896817,21.4369454,41.9900396,Centar,,,
4426896818,21.4369185,41.9900406,Centar,,,
4426896819,21.4368998,41.9900516,Centar,,,
4426896836,21.4368334,41.9901663,Centar,,,
4426896841,21.4369393,41.9902172,Centar,,,
4426902645,21.4391882,41.989444,Centar,,,
4426902647,21.4390791,41.9895097,Centar,,,
4426902650,21.4393091,41.9895548,Centar,,,
4426902651,21.4393717,41.9895771,Centar,,,
4426902653,21.4392256,41.9896051,Centar,,,
4426902656,21.4392651,41.9896413,Centar,,,
4426902658,21.4394636,41.9896614,Centar,,,
4426902659,21.4392997,41.989673,Centar,,,
4426902661,21.4393779,41.989713,Centar,,,
4426902662,21.4393406,41.9897355,Centar,,,
4426902663,21.4393952,41.9897856,Centar,,,
3103985011,21.4365688,41.9939364,Centar,,,
3103985012,21.436691,41.993995,Centar,,,
3103985013,21.4366384,41.9940556,Centar,,,
3103985014,21.4365162,41.9939971,Centar,,,
4594432347,21.4365654,41.9946948,Centar,,,
4594432348,21.4365574,41.9946958,Centar,,,
4594432349,21.4365733,41.9946962,Centar,,,
4594432350,21.4365505,41.9946989,Centar,,,
4594432351,21.4365798,41.9946997,Centar,,,
4594432352,21.4365458,41.9947038,Centar,,,
4594432353,21.4365841,41.9947048,Centar,,,
4594432354,21.4365439,41.9947097,Centar,,,
4594432355,21.4365854,41.9947107,Centar,,,
4594432356,21.4365453,41.9947156,Centar,,,
4594432357,21.4365836,41.9947166,Centar,,,
4594432358,21.4365495,41.9947207,Centar,,,
4594432359,21.4365788,41.9947215,Centar,,,
4594432360,21.4365561,41.9947242,Centar,,,
4594432361,21.436572,41.9947246,Centar,,,
4594432362,21.436564,41.9947256,Centar,,,
1867151643,21.4382846,41.9969391,Centar,,,
1867151645,21.4383675,41.9966936,Centar,,,
1867151650,21.4385862,41.9967344,Centar,,,
1867151651,21.4385033,41.9969799,Centar,,,
2836006284,21.4373419,41.9931566,Centar,,,
2836006285,21.4374766,41.9931313,Centar,,,
2836006286,21.4374587,41.9930786,Centar,,,
2836006287,21.437324,41.9931039,Centar,,,
3101725383,21.4413794,41.9945243,Centar,,,
3101725384,21.4415649,41.9945425,Centar,,,
3101725385,21.4415907,41.9943971,Centar,,,
3101725386,21.4414052,41.9943789,Centar,,,
3101725389,21.4415735,41.9944944,Centar,,,
418875414,21.4205376,42.0015138,Centar,,,
444930912,21.4229703,41.9989335,Centar,,,
796178301,21.4222816,42.0020559,Centar,,,
1138894760,21.4221365,42.0017068,Centar,,,
1371588464,21.4228854,41.9990057,Centar,,,
1371588471,21.4230666,41.9989973,Centar,,,
1371588475,21.4229605,41.9990612,Centar,,,
1373103651,21.4203368,42.0010112,Centar,,,
1373110836,21.421533,42.0014764,Centar,,,
1373110858,21.4208159,42.0012623,Centar,,,
1577162234,21.4223277,42.002085,Centar,,,
1928095824,21.4201615,42.0009111,Centar,,,
2411332043,21.422048,42.0022033,Centar,,,
2717052812,21.4223505,42.0023481,Centar,,,
2717052818,21.4222808,42.0022684,Centar,,,
2717099200,21.4222231,42.0023035,Centar,,,
2717099203,21.4220295,42.0024104,Centar,,,
3427393078,21.4219665,42.0023474,Centar,,,
3678871629,21.419926,42.0010594,Centar,,,
3678871841,21.4198035,42.0011296,Centar,,,
3678872133,21.4198196,42.0009567,Centar,,,
3678872134,21.419697,42.0010269,Centar,,,
3779543187,21.4194137,42.0013285,Centar,,,
4704377563,21.4221601,42.0022405,Centar,,,
4704379089,21.4221979,42.001967,Centar,,,
4704379090,21.4220761,42.0020304,Centar,,,
4704379091,21.4221597,42.0021193,Centar,,,
4706991213,21.4202503,42.0008254,Centar,,,
4706991214,21.4204319,42.0009268,Centar,,,
4706991218,21.4205993,42.0015815,Centar,,,
4706991219,21.4204305,42.0016664,Centar,,,
4706991220,21.4203688,42.0015986,Centar,,,
4706991221,21.4209043,42.0011463,Centar,,,
4706991222,21.4210507,42.0012113,Centar,,,
4706991223,21.4210035,42.0013505,Centar,,,
4706991227,21.4214089,42.0013413,Centar,,,
4706991228,21.4215365,42.0013431,Centar,,,
4706991229,21.4214055,42.0014746,Centar,,,
4706991248,21.4221432,42.0015872,Centar,,,
4706991249,21.4223518,42.0015937,Centar,,,
4706991250,21.4223451,42.0017133,Centar,,,
4706991251,21.422493,42.0022793,Centar,,,
4706991252,21.4224233,42.0021995,Centar,,,
4706991253,21.4219943,42.0021226,Centar,,,
4706991254,21.4221094,42.0020804,Centar,,,
4706991255,21.422163,42.0021611,Centar,,,
4706991262,21.4222498,42.0022638,Centar,,,
4706991263,21.4224134,42.00219,Centar,,,
4706991264,21.4221641,42.0021588,Centar,,,
4706991280,21.419637,42.0012142,Centar,,,
4706991281,21.419551,42.0011212,Centar,,,
4706991282,21.4193279,42.0012348,Centar,,,
4756328633,21.4196462,42.0010331,Centar,,,
4756328634,21.4195262,42.0010945,Centar,,,
4756328635,21.4197571,42.0011528,Centar,,,
5626433464,21.4210737,42.0012838,Centar,,,
5626433485,21.4210149,42.0012456,Centar,,,
1577271085,21.4245045,42.0006003,Centar,,,
1810967608,21.4286975,42.001337,Centar,,,
1866944537,21.4253032,41.9990664,Centar,,,
1866944539,21.4252373,41.9990018,Centar,,,
1866944546,21.4253723,41.9990275,Centar,,,
1866944550,21.4254909,41.9991273,Centar,,,
1866944551,21.4253886,41.9991252,Centar,,,
1866944556,21.4256593,41.9990674,Centar,,,
1866944557,21.4255137,41.9991496,Centar,,,
1866944563,21.4254274,41.9991631,Centar,,,
1866944574,21.4254416,41.9990953,Centar,,,
1867057560,21.4243113,42.0005723,Centar,,,
1867057578,21.4241357,41.9997532,Centar,,,
1867057646,21.4243142,42.0006943,Centar,,,
1867057890,21.4239225,41.9995543,Centar,,,
1867057892,21.4240152,41.9998245,Centar,,,
1867058119,21.4244654,42.0005566,Centar,,,
1867058121,21.4243488,42.0006142,Centar,,,
1867058144,21.4242376,42.0006087,Centar,,,
